CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13868,8,2,3192.54,5,2,5,525,Others
13869,124,4,3083.65,2,4,5,245,At Risk
13870,3,8,2770.94,5,5,5,555,Champions
13871,23,13,6403.25,4,5,5,455,Potential Loyalist
13873,120,3,389.6,2,3,2,232,Hibernating
13874,359,1,540.45,1,1,3,113,Others
13875,54,5,1786.79,3,4,4,344,Potential Loyalist
13876,64,1,122.7,3,1,1,311,Need Attention
13877,87,1,117.24,2,1,1,211,Lost
13878,55,1,1271.57,3,1,4,314,Others
13880,22,13,3219.77,4,5,5,455,Potential Loyalist
13881,4,20,17159.52,5,5,5,555,Champions
13882,3,5,1191.13,5,4,4,544,Loyal Customers
13883,11,5,2674.48,5,4,5,545,Loyal Customers
13884,8,5,787.6,5,4,3,543,Others
13885,190,2,506.8,1,2,3,123,Others
13886,72,1,243.56,3,1,1,311,Need Attention
13887,205,1,349.55,1,1,2,112,Lost
13888,120,2,595.67,2,2,3,223,Others
13889,93,1,416.9,2,1,2,212,Lost
13890,2,10,1883.81,5,5,4,554,Loyal Customers
13892,27,4,632.97,4,4,3,443,Potential Loyalist
13893,298,1,821.1,1,1,3,113,Others
13894,24,3,564.62,4,3,3,433,Potential Loyalist
13895,29,4,2593.07,4,4,5,445,Potential Loyalist
13897,51,1,311.16,3,1,2,312,Need Attention
13898,326,1,155.93,1,1,1,111,Lost
13899,17,2,388.52,4,3,2,432,Promising
13900,184,3,740.95,1,3,3,133,Hibernating
13901,73,5,2867.2,2,4,5,245,At Risk
13904,38,2,332.64,3,3,2,332,Others
13908,80,4,2319.55,2,4,5,245,At Risk
13911,58,9,2580.91,3,5,5,355,Potential Loyalist
13914,12,2,626.45,5,3,3,533,New Customers
13917,50,2,272.04,3,3,2,332,Others
13918,50,2,1212.84,3,3,4,334,Potential Loyalist
13919,60,2,348.81,3,3,2,332,Others
13922,352,1,172.25,1,1,1,111,Lost
13923,54,1,351.13,3,1,2,312,Need Attention
13924,2,6,1838.85,5,5,4,554,Loyal Customers
13925,93,4,678.25,2,4,3,243,Hibernating
13926,24,1,223.85,4,1,1,411,Need Attention
13927,75,1,348.99,2,1,2,212,Lost
13928,11,4,464.57,5,4,2,542,Others
13929,170,2,842.65,2,3,3,233,Hibernating
13930,58,2,337.34,3,3,2,332,Others
13931,96,2,1237.53,2,3,4,234,Others
13932,295,1,307.4,1,1,2,112,Lost
13933,110,2,608.79,2,3,3,233,Hibernating
13934,264,1,922.1,1,1,3,113,Others
13936,180,1,376.58,2,1,2,212,Lost
13937,170,1,158.85,2,1,1,211,Lost
13938,36,1,71.66,3,1,1,311,Need Attention
13939,24,3,568.55,4,3,3,433,Potential Loyalist
13940,18,4,839.14,4,4,3,443,Potential Loyalist
13941,22,5,5112.96,4,4,5,445,Potential Loyalist
13946,80,3,561.57,2,3,3,233,Hibernating
13947,66,1,90.6,3,1,1,311,Need Attention
13948,361,1,102.0,1,1,1,111,Lost
13949,3,6,2427.32,5,5,5,555,Champions
13950,12,4,745.06,5,4,3,543,Others
13951,177,3,674.45,2,3,3,233,Hibernating
13952,218,2,3251.07,1,3,5,135,Others
13953,8,7,3515.68,5,5,5,555,Champions
13954,2,2,439.92,5,3,2,532,New Customers
13955,155,2,322.96,2,3,2,232,Hibernating
13956,6,5,1019.27,5,4,4,544,Loyal Customers
13959,80,3,594.04,2,3,3,233,Hibernating
13960,22,2,230.22,4,3,1,431,Promising
13962,22,2,169.54999999999998,4,3,1,431,Promising
13963,309,4,664.54,1,4,3,143,Hibernating
13967,146,1,80.7,2,1,1,211,Lost
13969,8,18,9024.17,5,5,5,555,Champions
13971,19,8,2758.26,4,5,5,455,Potential Loyalist
13972,71,2,190.25,3,3,1,331,Others
13973,288,1,264.7,1,1,2,112,Lost
13974,50,1,413.59,3,1,2,312,Need Attention
13975,32,6,2461.24,4,5,5,455,Potential Loyalist
13976,207,1,357.98,1,1,2,112,Lost
13978,15,2,196.79,5,3,1,531,New Customers
13979,74,1,869.87,2,1,3,213,Others
13980,61,1,200.14,3,1,1,311,Need Attention
13982,40,4,1871.81,3,4,4,344,Potential Loyalist
13983,30,12,2603.43,4,5,5,455,Potential Loyalist
13984,27,5,920.51,4,4,3,443,Potential Loyalist
13985,5,15,7060.13,5,5,5,555,Champions
13986,18,1,320.46,4,1,2,412,Need Attention
13988,20,6,4147.96,4,5,5,455,Potential Loyalist
13989,66,2,1266.08,3,3,4,334,Potential Loyalist
13990,214,1,311.3,1,1,2,112,Lost
13991,13,6,851.88,5,5,3,553,Others
13992,31,1,76.8,4,1,1,411,Need Attention
13993,43,9,3466.36,3,5,5,355,Potential Loyalist
13994,4,6,2274.14,5,5,5,555,Champions
13995,16,5,1393.69,4,4,4,444,Potential Loyalist
13999,11,12,3901.81,5,5,5,555,Champions
14000,212,1,635.66,1,1,3,113,Others
14001,46,3,2043.08,3,3,5,335,Potential Loyalist
14002,135,2,529.73,2,3,3,233,Hibernating
14004,44,7,4582.64,3,5,5,355,Potential Loyalist
14005,10,5,2874.72,5,4,5,545,Loyal Customers
14006,116,3,962.19,2,3,4,234,Others
14009,199,2,695.61,1,3,3,133,Hibernating
14012,278,1,328.8,1,1,2,112,Lost
14013,111,3,473.02,2,3,2,232,Hibernating
14014,78,1,505.18,2,1,3,213,Others
14015,53,1,917.34,3,1,3,313,Others
14016,162,4,4291.21,2,4,5,245,At Risk
14019,47,3,1421.61,3,3,4,334,Potential Loyalist
14020,17,2,642.8,4,3,3,433,Potential Loyalist
14021,156,3,631.9,2,3,3,233,Hibernating
14022,226,1,440.0,1,1,2,112,Lost
14023,8,2,584.0699999999999,5,3,3,533,New Customers
14024,122,2,327.7,2,3,2,232,Hibernating
14027,61,1,104.82,3,1,1,311,Need Attention
14029,64,2,467.66,3,3,2,332,Others
14030,19,8,2358.84,4,5,5,455,Potential Loyalist
14031,8,19,17286.86,5,5,5,555,Champions
14032,3,11,2975.59,5,5,5,555,Champions
14034,23,3,648.89,4,3,3,433,Potential Loyalist
14035,29,5,1428.02,4,4,4,444,Potential Loyalist
14036,285,1,626.65,1,1,3,113,Others
14037,177,2,147.2,2,3,1,231,Hibernating
14038,79,3,1560.38,2,3,4,234,Others
14039,34,1,152.2,3,1,1,311,Need Attention
14040,41,12,3560.32,3,5,5,355,Potential Loyalist
14041,267,1,141.41,1,1,1,111,Lost
14044,27,4,646.42,4,4,3,443,Potential Loyalist
14045,110,4,1659.75,2,4,4,244,At Risk
14046,285,1,151.59,1,1,1,111,Lost
14047,9,5,1308.61,5,4,4,544,Loyal Customers
14048,306,1,409.93,1,1,2,112,Lost
14049,17,4,5578.72,4,4,5,445,Potential Loyalist
14050,32,2,746.36,4,3,3,433,Potential Loyalist
14051,1,23,15610.39,5,5,5,555,Champions
14052,20,1,225.36,4,1,1,411,Need Attention
14053,125,2,260.25,2,3,2,232,Hibernating
14054,66,1,92.46,3,1,1,311,Need Attention
14055,107,1,725.64,2,1,3,213,Others
14056,2,23,8152.71,5,5,5,555,Champions
14057,24,17,6211.66,4,5,5,455,Potential Loyalist
14059,267,1,183.6,1,1,1,111,Lost
14060,5,19,6140.42,5,5,5,555,Champions
14062,10,12,10464.85,5,5,5,555,Champions
14064,30,5,1334.34,4,4,4,444,Potential Loyalist
14066,267,1,152.55,1,1,1,111,Lost
14067,64,2,374.7,3,3,2,332,Others
14068,321,1,265.85,1,1,2,112,Lost
14071,4,8,1422.75,5,5,4,554,Loyal Customers
14073,33,1,151.04,4,1,1,411,Need Attention
14075,5,3,942.26,5,3,4,534,Others
14076,130,1,118.67,2,1,1,211,Lost
14077,41,5,499.42,3,4,3,343,Potential Loyalist
14078,102,6,1049.37,2,5,4,254,At Risk
14079,125,1,375.1,2,1,2,212,Lost
14080,33,1,45.6,4,1,1,411,Need Attention
14081,303,2,921.62,1,3,3,133,Hibernating
14082,365,1,182.25,1,1,1,111,Lost
14083,5,9,1002.9,5,5,4,554,Loyal Customers
14085,3,18,4421.29,5,5,5,555,Champions
14087,3,1,191.47,5,1,1,511,Need Attention
14088,11,13,50491.81,5,5,5,555,Champions
14089,57,1,158.75,3,1,1,311,Need Attention
14090,325,1,76.32,1,1,1,111,Lost
14092,8,14,4076.91,5,5,5,555,Champions
14093,13,1,433.86,5,1,2,512,Need Attention
14096,5,17,53258.43,5,5,5,555,Champions
14098,37,1,147.35,3,1,1,311,Need Attention
14099,17,11,3104.17,4,5,5,455,Potential Loyalist
14100,138,1,191.95,2,1,1,211,Lost
14101,74,6,5976.79,2,5,5,255,At Risk
14102,6,5,1105.88,5,4,4,544,Loyal Customers
14104,155,2,216.21,2,3,1,231,Hibernating
14105,240,1,1266.23,1,1,4,114,Others
14107,52,7,2703.23,3,5,5,355,Potential Loyalist
14108,31,2,597.91,4,3,3,433,Potential Loyalist
14109,73,1,144.2,2,1,1,211,Lost
14110,4,12,5683.15,5,5,5,555,Champions
14111,15,4,692.85,5,4,3,543,Others
14112,23,7,2915.15,4,5,5,455,Potential Loyalist
14113,4,4,1840.42,5,4,4,544,Loyal Customers
14114,274,2,386.53,1,3,2,132,Hibernating
14116,20,5,1382.74,4,4,4,444,Potential Loyalist
14117,144,1,90.0,2,1,1,211,Lost
14121,4,4,2780.15,5,4,5,545,Loyal Customers
14124,85,1,419.58,2,1,2,212,Lost
14125,11,3,2720.63,5,3,5,535,Others
14126,8,3,706.13,5,3,3,533,New Customers
14127,123,3,709.71,2,3,3,233,Hibernating
14128,61,2,637.5,3,3,3,333,Potential Loyalist
14129,2,5,1123.86,5,4,4,544,Loyal Customers
14130,320,1,480.91,1,1,2,112,Lost
14132,3,11,3586.03,5,5,5,555,Champions
14133,130,3,605.64,2,3,3,233,Hibernating
14135,2,15,4690.31,5,5,5,555,Champions
14138,2,2,965.88,5,3,4,534,Others
14139,47,1,415.82,3,1,2,312,Need Attention
14140,4,2,935.05,5,3,4,534,Others
14141,3,4,915.13,5,4,3,543,Others
14142,374,1,311.81,1,1,2,112,Lost
14143,134,1,115.8,2,1,1,211,Lost
14145,47,4,3742.2,3,4,5,345,Potential Loyalist
14146,9,5,4191.0,5,4,5,545,Loyal Customers
14147,79,2,483.4,2,3,3,233,Hibernating
14148,234,1,157.2,1,1,1,111,Lost
14149,221,1,446.62,1,1,2,112,Lost
14150,36,2,658.64,3,3,3,333,Potential Loyalist
14152,76,2,621.29,2,3,3,233,Hibernating
14154,240,2,1345.62,1,3,4,134,Others
14155,267,1,118.75,1,1,1,111,Lost
14156,10,54,116560.08,5,5,5,555,Champions
14157,20,2,424.89,4,3,2,432,Promising
14158,41,1,507.66,3,1,3,313,Others
14159,20,11,4627.98,4,5,5,455,Potential Loyalist
14161,216,3,1097.62,1,3,4,134,Others
14162,174,2,289.36,2,3,2,232,Hibernating
14163,88,4,2445.91,2,4,5,245,At Risk
14164,71,2,1631.77,3,3,4,334,Potential Loyalist
14165,276,1,120.44,1,1,1,111,Lost
14167,40,4,562.59,3,4,3,343,Potential Loyalist
14171,99,1,363.79,2,1,2,212,Lost
14173,11,4,450.84,5,4,2,542,Others
14174,34,1,134.46,3,1,1,311,Need Attention
14175,60,3,3222.3,3,3,5,335,Potential Loyalist
14176,298,4,576.9,1,4,3,143,Hibernating
14177,87,4,549.46,2,4,3,243,Hibernating
14178,9,7,1580.26,5,5,4,554,Loyal Customers
14179,41,2,701.57,3,3,3,333,Potential Loyalist
14180,11,25,4748.52,5,5,5,555,Champions
14184,67,1,452.89,3,1,2,312,Need Attention
14185,332,1,197.65,1,1,1,111,Lost
14188,31,6,2054.36,4,5,5,455,Potential Loyalist
14189,3,15,4654.08,5,5,5,555,Champions
14191,2,13,4684.76,5,5,5,555,Champions
14193,68,2,853.39,3,3,3,333,Potential Loyalist
14194,5,21,11349.52,5,5,5,555,Champions
14195,202,2,1012.0,1,3,4,134,Others
14196,107,1,335.52,2,1,2,212,Lost
14198,19,4,701.4,4,4,3,443,Potential Loyalist
14199,219,1,185.4,1,1,1,111,Lost
14201,61,7,747.4399999999999,3,5,3,353,Potential Loyalist
14204,3,1,150.61,5,1,1,511,Need Attention
14205,17,2,466.7,4,3,2,432,Promising
14206,240,1,328.16,1,1,2,112,Lost
14208,95,1,151.74,2,1,1,211,Lost
14209,11,6,2073.43,5,5,5,555,Champions
14210,106,6,1905.84,2,5,4,254,At Risk
14211,54,9,2241.1,3,5,5,355,Potential Loyalist
14212,90,1,1070.48,2,1,4,214,Others
14214,31,5,1004.38,4,4,4,444,Potential Loyalist
14215,12,6,1789.72,5,5,4,554,Loyal Customers
14216,4,4,1839.3,5,4,4,544,Loyal Customers
14217,2,17,2004.98,5,5,4,554,Loyal Customers
14218,43,1,169.48,3,1,1,311,Need Attention
14219,5,1,89.94,5,1,1,511,Need Attention
14220,248,2,632.4,1,3,3,133,Hibernating
14221,43,9,3432.8,3,5,5,355,Potential Loyalist
14222,178,1,683.17,2,1,3,213,Others
14223,93,3,991.13,2,3,4,234,Others
14224,111,4,1009.73,2,4,4,244,At Risk
14226,29,5,2214.79,4,4,5,445,Potential Loyalist
14227,27,10,3350.96,4,5,5,455,Potential Loyalist
14229,52,3,1547.2,3,3,4,334,Potential Loyalist
14231,184,3,925.71,1,3,4,134,Others
14232,43,5,2048.07,3,4,5,345,Potential Loyalist
14233,50,4,1462.72,3,4,4,344,Potential Loyalist
14234,23,4,754.12,4,4,3,443,Potential Loyalist
14235,76,5,3144.86,2,4,5,245,At Risk
14236,81,2,490.86,2,3,3,233,Hibernating
14237,374,1,161.0,1,1,1,111,Lost
14238,327,1,146.85,1,1,1,111,Lost
14239,44,11,2380.85,3,5,5,355,Potential Loyalist
14240,31,2,890.34,4,3,3,433,Potential Loyalist
14241,184,1,213.7,1,1,1,111,Lost
14242,235,2,280.55,1,3,2,132,Hibernating
14243,9,10,2588.77,5,5,5,555,Champions
14245,220,2,1693.45,1,3,4,134,Others
14246,111,3,1474.06,2,3,4,234,Others
14247,279,1,136.77,1,1,1,111,Lost
14248,319,1,302.58,1,1,2,112,Lost
14250,8,3,1904.05,5,3,4,534,Others
14251,2,5,2879.7,5,4,5,545,Loyal Customers
14256,261,2,969.06,1,3,4,134,Others
14257,65,5,3099.72,3,4,5,345,Potential Loyalist
14258,10,9,12669.98,5,5,5,555,Champions
14259,142,1,120.0,2,1,1,211,Lost
14261,51,2,1163.45,3,3,4,334,Potential Loyalist
14262,9,8,2618.23,5,5,5,555,Champions
14264,155,2,333.97,2,3,2,232,Hibernating
14267,163,3,1516.24,2,3,4,234,Others
14270,332,1,492.65,1,1,3,113,Others
14271,226,1,112.32,1,1,1,111,Lost
14272,74,2,437.96,2,3,2,232,Hibernating
14273,52,4,559.97,3,4,3,343,Potential Loyalist
14276,99,3,1119.74,2,3,4,234,Others
14277,16,3,4152.0,4,3,5,435,Potential Loyalist
14280,197,1,134.04,1,1,1,111,Lost
14282,4,15,3701.44,5,5,5,555,Champions
14284,31,2,595.25,4,3,3,433,Potential Loyalist
14285,22,4,1910.01,4,4,4,444,Potential Loyalist
14286,24,3,4628.75,4,3,5,435,Potential Loyalist
14287,9,3,176.63,5,3,1,531,New Customers
14288,214,1,426.6,1,1,2,112,Lost
14289,9,6,911.26,5,5,3,553,Others
14290,12,5,2314.65,5,4,5,545,Loyal Customers
14291,2,11,3883.25,5,5,5,555,Champions
14292,8,9,4871.93,5,5,5,555,Champions
14293,4,4,1046.56,5,4,4,544,Loyal Customers
14295,41,1,166.2,3,1,1,311,Need Attention
14297,18,4,1305.33,4,4,4,444,Potential Loyalist
14298,9,44,51527.3,5,5,5,555,Champions
14299,9,9,3965.62,5,5,5,555,Champions
14300,19,1,43.2,4,1,1,411,Need Attention
14301,118,1,640.14,2,1,3,213,Others
14304,223,1,383.45,1,1,2,112,Lost
14305,72,3,1858.96,3,3,4,334,Potential Loyalist
14306,52,2,2093.32,3,3,5,335,Potential Loyalist
14307,89,6,2995.72,2,5,5,255,At Risk
14309,9,9,2352.53,5,5,5,555,Champions
14311,243,1,310.26,1,1,2,112,Lost
14312,47,6,1611.59,3,5,4,354,Potential Loyalist
14314,107,1,120.0,2,1,1,211,Lost
14315,45,6,2481.13,3,5,5,355,Potential Loyalist
14317,65,1,508.58,3,1,3,313,Others
14320,207,2,477.79,1,3,2,132,Hibernating
14321,11,5,1530.75,5,4,4,544,Loyal Customers
14323,115,2,605.06,2,3,3,233,Hibernating
14326,243,1,183.85,1,1,1,111,Lost
14327,164,1,311.65,2,1,2,212,Lost
14329,18,7,4975.24,4,5,5,455,Potential Loyalist
14331,125,2,462.66,2,3,2,232,Hibernating
14332,23,3,840.21,4,3,3,433,Potential Loyalist
14333,68,1,415.2,3,1,2,312,Need Attention
14334,17,8,2552.21,4,5,5,455,Potential Loyalist
14335,17,2,454.86,4,3,2,432,Promising
14336,17,4,1614.91,4,4,4,444,Potential Loyalist
14338,162,2,588.22,2,3,3,233,Hibernating
14339,243,1,309.52,1,1,2,112,Lost
14340,219,1,134.7,1,1,1,111,Lost
14341,46,8,2166.98,3,5,5,355,Potential Loyalist
14342,22,4,668.56,4,4,3,443,Potential Loyalist
14344,128,8,889.9300000000001,2,5,3,253,Others
14345,39,1,108.98,3,1,1,311,Need Attention
14346,121,2,1021.58,2,3,4,234,Others
14348,261,1,409.57,1,1,2,112,Lost
14349,11,1,133.5,5,1,1,511,Need Attention
14350,275,1,282.93,1,1,2,112,Lost
14351,165,1,51.0,2,1,1,211,Lost
14352,158,4,1078.96,2,4,4,244,At Risk
14353,216,1,90.6,1,1,1,111,Lost
14354,6,2,163.62,5,3,1,531,New Customers
14355,366,1,174.4,1,1,1,111,Lost
14356,80,2,701.23,2,3,3,233,Hibernating
14357,44,1,225.12,3,1,1,311,Need Attention
14359,20,3,912.18,4,3,3,433,Potential Loyalist
14360,32,4,2118.03,4,4,5,445,Potential Loyalist
14362,23,1,151.5,4,1,1,411,Need Attention
14364,109,8,3717.35,2,5,5,255,At Risk
14367,9,16,9227.82,5,5,5,555,Champions
14368,320,1,155.0,1,1,1,111,Lost
14371,296,1,100.5,1,1,1,111,Lost
14373,359,1,76.55,1,1,1,111,Lost
14375,186,1,235.56,1,1,1,111,Lost
14377,192,2,617.05,1,3,3,133,Hibernating
14379,45,2,348.1,3,3,2,332,Others
14381,53,1,202.68,3,1,1,311,Need Attention
14382,27,1,615.49,4,1,3,413,Promising
14383,39,3,1247.69,3,3,4,334,Potential Loyalist
14385,10,3,202.11,5,3,1,531,New Customers
14386,297,1,142.4,1,1,1,111,Lost
14387,33,3,1727.6,4,3,4,434,Potential Loyalist
14388,11,8,3212.84,5,5,5,555,Champions
14389,66,2,1043.46,3,3,4,334,Potential Loyalist
14390,11,9,4642.57,5,5,5,555,Champions
14393,219,1,67.95,1,1,1,111,Lost
14395,3,9,3479.91,5,5,5,555,Champions
14396,66,2,487.99,3,3,3,333,Potential Loyalist
14397,3,19,2612.96,5,5,5,555,Champions
14400,150,1,574.7,2,1,3,213,Others
14401,5,13,4051.48,5,5,5,555,Champions
14403,131,4,1475.81,2,4,4,244,At Risk
14404,34,6,1449.32,3,5,4,354,Potential Loyalist
14406,120,1,156.75,2,1,1,211,Lost
14407,108,5,2142.73,2,4,5,245,At Risk
14408,11,7,2599.03,5,5,5,555,Champions
14409,72,6,2059.45,3,5,5,355,Potential Loyalist
14410,93,9,1099.27,2,5,4,254,At Risk
14411,311,1,1063.0,1,1,4,114,Others
14412,43,2,770.03,3,3,3,333,Potential Loyalist
14413,363,1,121.05,1,1,1,111,Lost
14414,92,7,1496.98,2,5,4,254,At Risk
14415,2,13,5855.57,5,5,5,555,Champions
14416,23,2,490.22,4,3,3,433,Potential Loyalist
14418,4,3,1937.25,5,3,4,534,Others
14419,11,6,1051.79,5,5,4,554,Loyal Customers
14420,100,1,387.52,2,1,2,212,Lost
14421,58,2,813.11,3,3,3,333,Potential Loyalist
14422,1,6,4263.64,5,5,5,555,Champions
14423,219,1,265.2,1,1,2,112,Lost
14424,18,1,322.08,4,1,2,412,Need Attention
14426,24,10,4481.67,4,5,5,455,Potential Loyalist
14427,51,2,363.34,3,3,2,332,Others
14428,8,5,1224.06,5,4,4,544,Loyal Customers
14431,303,1,470.36,1,1,2,112,Lost
14432,10,6,2248.5,5,5,5,555,Champions
14434,22,6,1372.8,4,5,4,454,Potential Loyalist
14436,99,1,89.06,2,1,1,211,Lost
14437,366,1,63.0,1,1,1,111,Lost
14438,307,1,131.9,1,1,1,111,Lost
14439,320,1,2661.24,1,1,5,115,Others
14440,9,5,2357.68,5,4,5,545,Loyal Customers
14441,1,4,1712.89,5,4,4,544,Loyal Customers
14442,205,2,1589.82,1,3,4,134,Others
14443,54,4,1420.2,3,4,4,344,Potential Loyalist
14446,1,4,1005.55,5,4,4,544,Loyal Customers
14447,19,5,1163.23,4,4,4,444,Potential Loyalist
14448,10,2,375.35,5,3,2,532,New Customers
14449,19,4,885.8,4,4,3,443,Potential Loyalist
14450,181,3,483.25,1,3,3,133,Hibernating
14451,61,2,643.9,3,3,3,333,Potential Loyalist
14452,11,2,259.05,5,3,2,532,New Customers
14453,191,1,119.93,1,1,1,111,Lost
14456,6,9,3014.32,5,5,5,555,Champions
14457,311,1,113.64,1,1,1,111,Lost
14459,156,1,1837.92,2,1,4,214,Others
14460,111,3,434.34,2,3,2,232,Hibernating
14461,149,3,2102.67,2,3,5,235,Others
14462,67,11,1975.57,3,5,4,354,Potential Loyalist
14463,99,3,529.62,2,3,3,233,Hibernating
14465,247,3,1038.44,1,3,4,134,Others
14466,30,7,2272.4,4,5,5,455,Potential Loyalist
14467,18,4,596.26,4,4,3,443,Potential Loyalist
14470,12,2,461.19,5,3,2,532,New Customers
14472,104,8,1852.67,2,5,4,254,At Risk
14473,75,2,234.34,2,3,1,231,Hibernating
14474,47,1,547.66,3,1,3,313,Others
14475,72,3,925.85,3,3,4,334,Potential Loyalist
14476,258,1,193.0,1,1,1,111,Lost
14477,20,4,1309.6,4,4,4,444,Potential Loyalist
14479,254,2,316.25,1,3,2,132,Hibernating
14480,12,1,279.05,5,1,2,512,Need Attention
14481,165,2,636.51,2,3,3,233,Hibernating
14482,19,6,2022.81,4,5,4,454,Potential Loyalist
14483,282,1,137.1,1,1,1,111,Lost
14484,51,1,321.92,3,1,2,312,Need Attention
14485,39,1,162.8,3,1,1,311,Need Attention
14487,27,6,1165.48,4,5,4,454,Potential Loyalist
14488,68,1,1064.28,3,1,4,314,Others
14489,208,1,463.38,1,1,2,112,Lost
14491,176,2,340.93,2,3,2,232,Hibernating
14493,8,5,2383.24,5,4,5,545,Loyal Customers
14494,26,1,139.56,4,1,1,411,Need Attention
14495,51,2,123.8,3,3,1,331,Others
14496,312,2,538.8100000000001,1,3,3,133,Hibernating
14497,310,1,475.37,1,1,2,112,Lost
14498,43,5,1957.32,3,4,4,344,Potential Loyalist
14499,27,3,808.4399999999999,4,3,3,433,Potential Loyalist
14500,89,3,356.85,2,3,2,232,Hibernating
14501,184,2,251.21,1,3,2,132,Hibernating
14502,20,11,2426.79,4,5,5,455,Potential Loyalist
14503,4,6,3543.26,5,5,5,555,Champions
14504,48,4,673.26,3,4,3,343,Potential Loyalist
14505,18,8,5859.43,4,5,5,455,Potential Loyalist
14506,18,5,1960.65,4,4,4,444,Potential Loyalist
14507,24,6,1367.88,4,5,4,454,Potential Loyalist
14508,23,2,268.05,4,3,2,432,Promising
14511,12,5,1314.81,5,4,4,544,Loyal Customers
14512,188,2,275.28,1,3,2,132,Hibernating
14513,101,3,455.59,2,3,2,232,Hibernating
14514,62,3,990.2,3,3,4,334,Potential Loyalist
14515,18,6,2076.89,4,5,5,455,Potential Loyalist
14517,34,2,330.45,3,3,2,332,Others
14518,65,1,174.37,3,1,1,311,Need Attention
14520,2,2,270.6,5,3,2,532,New Customers
14522,25,4,974.54,4,4,4,444,Potential Loyalist
14523,109,1,241.09,2,1,1,211,Lost
14524,32,9,1843.83,4,5,4,454,Potential Loyalist
14525,20,9,4215.9,4,5,5,455,Potential Loyalist
14527,3,55,8506.13,5,5,5,555,Champions
14528,38,1,364.22,3,1,2,312,Need Attention
14529,61,3,578.61,3,3,3,333,Potential Loyalist
14530,26,6,2862.11,4,5,5,455,Potential Loyalist
14532,237,4,932.85,1,4,4,144,At Risk
14533,25,7,1949.72,4,5,4,454,Potential Loyalist
14534,3,18,4395.65,5,5,5,555,Champions
14535,61,3,2854.84,3,3,5,335,Potential Loyalist
14536,260,1,170.95,1,1,1,111,Lost
14537,58,1,355.56,3,1,2,312,Need Attention
14538,65,2,388.25,3,3,2,332,Others
14539,16,2,537.48,4,3,3,433,Potential Loyalist
14540,10,3,952.66,5,3,4,534,Others
14541,59,8,1453.35,3,5,4,354,Potential Loyalist
14542,186,1,103.25,1,1,1,111,Lost
14543,29,16,3560.08,4,5,5,455,Potential Loyalist
14544,25,2,2004.3,4,3,4,434,Potential Loyalist
14546,6,5,2573.93,5,4,5,545,Loyal Customers
14547,4,8,3974.75,5,5,5,555,Champions
14548,151,2,652.8,2,3,3,233,Hibernating
14549,312,1,289.24,1,1,2,112,Lost
14550,11,2,757.37,5,3,3,533,New Customers
14551,19,2,186.23,4,3,1,431,Promising
14552,152,1,164.22,2,1,1,211,Lost
14553,20,5,859.27,4,4,3,443,Potential Loyalist
14554,11,4,2279.49,5,4,5,545,Loyal Customers
14555,58,2,312.54,3,3,2,332,Others
14557,86,1,788.38,2,1,3,213,Others
14560,8,22,2237.77,5,5,5,555,Champions
14561,76,3,1080.76,2,3,4,234,Others
14562,4,18,5006.77,5,5,5,555,Champions
14565,96,4,2949.12,2,4,5,245,At Risk
14566,111,1,1432.0,2,1,4,214,Others
14567,57,2,1530.36,3,3,4,334,Potential Loyalist
14569,2,1,227.39,5,1,1,511,Need Attention
14570,281,2,217.21,1,3,1,131,Hibernating
14572,4,7,2804.54,5,5,5,555,Champions
14573,180,9,1639.82,2,5,4,254,At Risk
14576,373,1,35.4,1,1,1,111,Lost
14577,13,4,859.71,5,4,3,543,Others
14578,4,1,168.63,5,1,1,511,Need Attention
14581,17,1,138.6,4,1,1,411,Need Attention
14582,41,1,114.11,3,1,1,311,Need Attention
14583,6,5,986.96,5,4,4,544,Loyal Customers
14584,170,4,1033.06,2,4,4,244,At Risk
14585,51,1,157.05,3,1,1,311,Need Attention
14586,277,1,237.36,1,1,1,111,Lost
14587,19,9,1580.29,4,5,4,454,Potential Loyalist
14589,372,1,39.75,1,1,1,111,Lost
14591,16,4,1320.21,4,4,4,444,Potential Loyalist
14592,36,3,557.94,3,3,3,333,Potential Loyalist
14593,22,3,617.15,4,3,3,433,Potential Loyalist
14594,8,2,363.33,5,3,2,532,New Customers
14595,20,6,1740.6,4,5,4,454,Potential Loyalist
14597,12,2,866.24,5,3,3,533,New Customers
14598,45,1,221.97,3,1,1,311,Need Attention
14600,306,1,393.33,1,1,2,112,Lost
14601,11,1,213.96,5,1,1,511,Need Attention
14603,275,1,660.0,1,1,3,113,Others
14606,2,90,11926.15,5,5,5,555,Champions
14607,16,12,15021.5,4,5,5,455,Potential Loyalist
14608,5,4,1785.15,5,4,4,544,Loyal Customers
14609,73,4,601.56,2,4,3,243,Hibernating
14616,243,3,406.08,1,3,2,132,Hibernating
14618,10,3,553.44,5,3,3,533,New Customers
14619,246,1,394.44,1,1,2,112,Lost
14620,206,2,412.78,1,3,2,132,Hibernating
14621,2,5,1788.36,5,4,4,544,Loyal Customers
14622,185,1,320.58,1,1,2,112,Lost
14623,33,5,882.02,4,4,3,443,Potential Loyalist
14624,58,2,225.85,3,3,1,331,Others
14625,197,2,899.63,1,3,3,133,Hibernating
14626,24,4,2791.27,4,4,5,445,Potential Loyalist
14628,92,2,671.96,2,3,3,233,Hibernating
14629,5,2,955.26,5,3,4,534,Others
